player	ID	depth	actions	members	parent	children
P1	/Q?/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4	5	c f	/C:QK/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4 /C:QQ/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4 /C:QJ/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4	/Q?/P1:raise2/P2:c/C:K	
P1	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4	7	raise4 c f	/C:KJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4 /C:KQ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4 /C:KK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q	
P1	/Q?/P1:raise2/P2:raise2	2	c f	/C:QQ/P1:raise2/P2:raise2 /C:QK/P1:raise2/P2:raise2 /C:QJ/P1:raise2/P2:raise2	/Q?	/Q?/P1:raise2/P2:raise2/P1:c/C:Q /Q?/P1:raise2/P2:raise2/P1:c/C:K /Q?/P1:raise2/P2:raise2/P1:c/C:J
P1	/Q?/P1:raise2/P2:raise2/P1:c/C:K	4	raise4 c	/C:QK/P1:raise2/P2:raise2/P1:c/C:K /C:QQ/P1:raise2/P2:raise2/P1:c/C:K /C:QJ/P1:raise2/P2:raise2/P1:c/C:K	/Q?/P1:raise2/P2:raise2	/Q?/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4 /Q?/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4
P1	/Q?/P1:raise2/P2:raise2/P1:c/C:J	4	raise4 c	/C:QK/P1:raise2/P2:raise2/P1:c/C:J /C:QQ/P1:raise2/P2:raise2/P1:c/C:J /C:QJ/P1:raise2/P2:raise2/P1:c/C:J	/Q?/P1:raise2/P2:raise2	/Q?/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:raise4 /Q?/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4
P1	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4	7	raise4 c f	/C:KQ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4 /C:KJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4 /C:KK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:J	
P1	/Q?/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4	5	c f	/C:QJ/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4 /C:QK/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4	/Q?/P1:raise2/P2:c/C:Q	
P1	/J?/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4	5	c f	/C:JQ/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4 /C:JK/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4 /C:JJ/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4	/J?/P1:raise2/P2:c/C:K	
P1	/J?/P1:raise2/P2:raise2	2	c f	/C:JJ/P1:raise2/P2:raise2 /C:JK/P1:raise2/P2:raise2 /C:JQ/P1:raise2/P2:raise2	/J?	/J?/P1:raise2/P2:raise2/P1:c/C:J /J?/P1:raise2/P2:raise2/P1:c/C:K /J?/P1:raise2/P2:raise2/P1:c/C:Q
P1	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4	7	c f	/C:KJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4 /C:KQ/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:K	
P1	/K?/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4	5	c f	/C:KQ/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4 /C:KJ/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4 /C:KK/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4	/K?/P1:raise2/P2:c/C:J	
P1	/J?/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4	6	c f	/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4 /C:JJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4 /C:JQ/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4	/J?/P1:raise2/P2:raise2/P1:c/C:Q	
P1	/K?/P1:c/P2:c/C:J/P1:raise4/P2:raise4	5	c f	/C:KK/P1:c/P2:c/C:J/P1:raise4/P2:raise4 /C:KQ/P1:c/P2:c/C:J/P1:raise4/P2:raise4 /C:KJ/P1:c/P2:c/C:J/P1:raise4/P2:raise4	/K?/P1:c/P2:c/C:J	
P1	/K?/P1:c/P2:c/C:J/P1:c/P2:raise4	5	raise4 c f	/C:KJ/P1:c/P2:c/C:J/P1:c/P2:raise4 /C:KQ/P1:c/P2:c/C:J/P1:c/P2:raise4 /C:KK/P1:c/P2:c/C:J/P1:c/P2:raise4	/K?/P1:c/P2:c/C:J	
P1	/Q?/P1:c/P2:raise2/P1:c/C:Q	4	raise4 c	/C:QJ/P1:c/P2:raise2/P1:c/C:Q /C:QK/P1:c/P2:raise2/P1:c/C:Q	/Q?/P1:c/P2:raise2	/Q?/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4 /Q?/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4
P1	/Q?/P1:c/P2:raise2/P1:c/C:K	4	raise4 c	/C:QJ/P1:c/P2:raise2/P1:c/C:K /C:QK/P1:c/P2:raise2/P1:c/C:K /C:QQ/P1:c/P2:raise2/P1:c/C:K	/Q?/P1:c/P2:raise2	/Q?/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4 /Q?/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4
P1	/Q?/P1:c/P2:raise2/P1:c/C:J	4	raise4 c	/C:QK/P1:c/P2:raise2/P1:c/C:J /C:QJ/P1:c/P2:raise2/P1:c/C:J /C:QQ/P1:c/P2:raise2/P1:c/C:J	/Q?/P1:c/P2:raise2	/Q?/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4 /Q?/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4
P1	/J?/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4	5	c f	/C:JJ/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4 /C:JK/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4 /C:JQ/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4	/J?/P1:raise2/P2:c/C:Q	
P1	/J?/P1:c/P2:c/C:J/P1:raise4/P2:raise4	5	c f	/C:JQ/P1:c/P2:c/C:J/P1:raise4/P2:raise4 /C:JK/P1:c/P2:c/C:J/P1:raise4/P2:raise4	/J?/P1:c/P2:c/C:J	
P1	/Q?/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4	6	c f	/C:QQ/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4 /C:QK/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4 /C:QJ/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4	/Q?/P1:c/P2:raise2/P1:c/C:K	
P1	/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:J	5	raise4 c	/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J /C:QQ/P1:c/P2:raise2/P1:raise2/P2:c/C:J /C:QK/P1:c/P2:raise2/P1:raise2/P2:c/C:J	/Q?/P1:c/P2:raise2/P1:raise2	/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4 /Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4
P1	/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:K	5	raise4 c	/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K /C:QQ/P1:c/P2:raise2/P1:raise2/P2:c/C:K /C:QK/P1:c/P2:raise2/P1:raise2/P2:c/C:K	/Q?/P1:c/P2:raise2/P1:raise2	/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4 /Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4
P1	/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q	5	raise4 c	/C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q /C:QK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q	/Q?/P1:c/P2:raise2/P1:raise2	/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4 /Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4
P1	/J?/P1:c/P2:c/C:K/P1:raise4/P2:raise4	5	c f	/C:JJ/P1:c/P2:c/C:K/P1:raise4/P2:raise4 /C:JQ/P1:c/P2:c/C:K/P1:raise4/P2:raise4 /C:JK/P1:c/P2:c/C:K/P1:raise4/P2:raise4	/J?/P1:c/P2:c/C:K	
P1	/J?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q	5	raise4 c	/C:JJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q /C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q /C:JQ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q	/J?/P1:c/P2:raise2/P1:raise2	/J?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4 /J?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4
P1	/K?/P1:raise2/P2:c/C:J/P1:c/P2:raise4	5	raise4 c f	/C:KQ/P1:raise2/P2:c/C:J/P1:c/P2:raise4 /C:KK/P1:raise2/P2:c/C:J/P1:c/P2:raise4 /C:KJ/P1:raise2/P2:c/C:J/P1:c/P2:raise4	/K?/P1:raise2/P2:c/C:J	
P1	/Q?/P1:raise2/P2:c/C:Q/P1:c/P2:raise4	5	raise4 c f	/C:QJ/P1:raise2/P2:c/C:Q/P1:c/P2:raise4 /C:QK/P1:raise2/P2:c/C:Q/P1:c/P2:raise4	/Q?/P1:raise2/P2:c/C:Q	
P1	/J?/P1:c/P2:raise2/P1:raise2/P2:c/C:K	5	raise4 c	/C:JJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K /C:JQ/P1:c/P2:raise2/P1:raise2/P2:c/C:K /C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:K	/J?/P1:c/P2:raise2/P1:raise2	/J?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4 /J?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4
P1	/J?/P1:c/P2:raise2/P1:raise2/P2:c/C:J	5	raise4 c	/C:JQ/P1:c/P2:raise2/P1:raise2/P2:c/C:J /C:JK/P1:c/P2:raise2/P1:raise2/P2:c/C:J	/J?/P1:c/P2:raise2/P1:raise2	/J?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4 /J?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4
P1	/J?/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4	6	c f	/C:JJ/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4 /C:JQ/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4 /C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4	/J?/P1:raise2/P2:raise2/P1:c/C:K	
P1	/J?/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4	6	raise4 c f	/C:JJ/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4 /C:JK/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4 /C:JQ/P1:raise2/P2:raise2/P1:c/C:K/P1:c/P2:raise4	/J?/P1:raise2/P2:raise2/P1:c/C:K	
P1	/J?/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4	5	c f	/C:JQ/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4 /C:JK/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4	/J?/P1:raise2/P2:c/C:J	
P1	/J?/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4	6	raise4 c f	/C:JK/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4 /C:JJ/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4 /C:JQ/P1:raise2/P2:raise2/P1:c/C:Q/P1:c/P2:raise4	/J?/P1:raise2/P2:raise2/P1:c/C:Q	
P1	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:J	5	raise4 c	/C:KJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J /C:KK/P1:c/P2:raise2/P1:raise2/P2:c/C:J /C:KQ/P1:c/P2:raise2/P1:raise2/P2:c/C:J	/K?/P1:c/P2:raise2/P1:raise2	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4 /K?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:c/P2:raise4
P1	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:K	5	raise4 c	/C:KJ/P1:c/P2:raise2/P1:raise2/P2:c/C:K /C:KQ/P1:c/P2:raise2/P1:raise2/P2:c/C:K	/K?/P1:c/P2:raise2/P1:raise2	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4 /K?/P1:c/P2:raise2/P1:raise2/P2:c/C:K/P1:c/P2:raise4
P1	/J?/P1:c/P2:raise2/P1:c/C:Q	4	raise4 c	/C:JQ/P1:c/P2:raise2/P1:c/C:Q /C:JK/P1:c/P2:raise2/P1:c/C:Q /C:JJ/P1:c/P2:raise2/P1:c/C:Q	/J?/P1:c/P2:raise2	/J?/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4 /J?/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4
P1	/K?/P1:raise2/P2:c/C:K	3	raise4 c	/C:KJ/P1:raise2/P2:c/C:K /C:KQ/P1:raise2/P2:c/C:K	/K?/P1:raise2	/K?/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4 /K?/P1:raise2/P2:c/C:K/P1:c/P2:raise4
P1	/Q?/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4	6	c f	/C:QK/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4 /C:QJ/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4 /C:QQ/P1:raise2/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4	/Q?/P1:raise2/P2:raise2/P1:c/C:J	
P1	/Q?/P1:raise2/P2:c/C:J/P1:c/P2:raise4	5	raise4 c f	/C:QK/P1:raise2/P2:c/C:J/P1:c/P2:raise4 /C:QQ/P1:raise2/P2:c/C:J/P1:c/P2:raise4 /C:QJ/P1:raise2/P2:c/C:J/P1:c/P2:raise4	/Q?/P1:raise2/P2:c/C:J	
P1	/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4	7	raise4 c f	/C:QK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4 /C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4	/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q	
P1	/J?/P1:c/P2:raise2/P1:c/C:J	4	raise4 c	/C:JK/P1:c/P2:raise2/P1:c/C:J /C:JQ/P1:c/P2:raise2/P1:c/C:J	/J?/P1:c/P2:raise2	/J?/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4 /J?/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4
P1	/J?/P1:c/P2:raise2/P1:c/C:K	4	raise4 c	/C:JK/P1:c/P2:raise2/P1:c/C:K /C:JJ/P1:c/P2:raise2/P1:c/C:K /C:JQ/P1:c/P2:raise2/P1:c/C:K	/J?/P1:c/P2:raise2	/J?/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4 /J?/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4
P1	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q	5	raise4 c	/C:KJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q /C:KQ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q /C:KK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q	/K?/P1:c/P2:raise2/P1:raise2	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:c/P2:raise4 /K?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4
P1	/K?/P1:c/P2:raise2/P1:c/C:K	4	raise4 c	/C:KQ/P1:c/P2:raise2/P1:c/C:K /C:KJ/P1:c/P2:raise2/P1:c/C:K	/K?/P1:c/P2:raise2	/K?/P1:c/P2:raise2/P1:c/C:K/P1:c/P2:raise4 /K?/P1:c/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4
P1	/K?/P1:c/P2:raise2/P1:c/C:J	4	raise4 c	/C:KQ/P1:c/P2:raise2/P1:c/C:J /C:KK/P1:c/P2:raise2/P1:c/C:J /C:KJ/P1:c/P2:raise2/P1:c/C:J	/K?/P1:c/P2:raise2	/K?/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4 /K?/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4
P1	/J?/P1:raise2/P2:c/C:K/P1:c/P2:raise4	5	raise4 c f	/C:JQ/P1:raise2/P2:c/C:K/P1:c/P2:raise4 /C:JJ/P1:raise2/P2:c/C:K/P1:c/P2:raise4 /C:JK/P1:raise2/P2:c/C:K/P1:c/P2:raise4	/J?/P1:raise2/P2:c/C:K	
P1	/J?/P1:raise2/P2:c/C:Q	3	raise4 c	/C:JK/P1:raise2/P2:c/C:Q /C:JJ/P1:raise2/P2:c/C:Q /C:JQ/P1:raise2/P2:c/C:Q	/J?/P1:raise2	/J?/P1:raise2/P2:c/C:Q/P1:c/P2:raise4 /J?/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4
P1	/J?/P1:c/P2:c/C:J	3	raise4 c	/C:JK/P1:c/P2:c/C:J /C:JQ/P1:c/P2:c/C:J	/J?/P1:c	/J?/P1:c/P2:c/C:J/P1:raise4/P2:raise4 /J?/P1:c/P2:c/C:J/P1:c/P2:raise4
P1	/J?/P1:c/P2:c/C:K	3	raise4 c	/C:JJ/P1:c/P2:c/C:K /C:JK/P1:c/P2:c/C:K /C:JQ/P1:c/P2:c/C:K	/J?/P1:c	/J?/P1:c/P2:c/C:K/P1:raise4/P2:raise4 /J?/P1:c/P2:c/C:K/P1:c/P2:raise4
P1	/Q?/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4	6	raise4 c f	/C:QK/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4 /C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4	/Q?/P1:c/P2:raise2/P1:c/C:Q	
P1	/J?/P1:raise2/P2:c/C:J	3	raise4 c	/C:JK/P1:raise2/P2:c/C:J /C:JQ/P1:raise2/P2:c/C:J	/J?/P1:raise2	/J?/P1:raise2/P2:c/C:J/P1:c/P2:raise4 /J?/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4
P1	/J?/P1:raise2/P2:c/C:K	3	raise4 c	/C:JJ/P1:raise2/P2:c/C:K /C:JK/P1:raise2/P2:c/C:K /C:JQ/P1:raise2/P2:c/C:K	/J?/P1:raise2	/J?/P1:raise2/P2:c/C:K/P1:raise4/P2:raise4 /J?/P1:raise2/P2:c/C:K/P1:c/P2:raise4
P1	/J?/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4	6	c f	/C:JK/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4 /C:JQ/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4	/J?/P1:c/P2:raise2/P1:c/C:J	
P1	/J?/P1:c/P2:c/C:Q	3	raise4 c	/C:JJ/P1:c/P2:c/C:Q /C:JQ/P1:c/P2:c/C:Q /C:JK/P1:c/P2:c/C:Q	/J?/P1:c	/J?/P1:c/P2:c/C:Q/P1:c/P2:raise4 /J?/P1:c/P2:c/C:Q/P1:raise4/P2:raise4
P1	/K?/P1:c/P2:raise2/P1:c/C:Q	4	raise4 c	/C:KJ/P1:c/P2:raise2/P1:c/C:Q /C:KK/P1:c/P2:raise2/P1:c/C:Q /C:KQ/P1:c/P2:raise2/P1:c/C:Q	/K?/P1:c/P2:raise2	/K?/P1:c/P2:raise2/P1:c/C:Q/P1:raise4/P2:raise4 /K?/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4
P1	/Q?/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4	5	c f	/C:QK/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4 /C:QJ/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4 /C:QQ/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4	/Q?/P1:raise2/P2:c/C:J	
P1	/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4	7	c f	/C:QK/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4 /C:QQ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4 /C:QJ/P1:c/P2:raise2/P1:raise2/P2:c/C:J/P1:raise4/P2:raise4	/Q?/P1:c/P2:raise2/P1:raise2/P2:c/C:J	
P1	/K?/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4	6	c f	/C:KQ/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4 /C:KJ/P1:raise2/P2:raise2/P1:c/C:K/P1:raise4/P2:raise4	/K?/P1:raise2/P2:raise2/P1:c/C:K	
P1	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4	7	c f	/C:KK/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4 /C:KQ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4 /C:KJ/P1:c/P2:raise2/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4	/K?/P1:c/P2:raise2/P1:raise2/P2:c/C:Q	
P1	/Q?/P1:c/P2:c/C:J/P1:raise4/P2:raise4	5	c f	/C:QJ/P1:c/P2:c/C:J/P1:raise4/P2:raise4 /C:QQ/P1:c/P2:c/C:J/P1:raise4/P2:raise4 /C:QK/P1:c/P2:c/C:J/P1:raise4/P2:raise4	/Q?/P1:c/P2:c/C:J	
P1	/J?/P1:c/P2:c/C:Q/P1:raise4/P2:raise4	5	c f	/C:JK/P1:c/P2:c/C:Q/P1:raise4/P2:raise4 /C:JQ/P1:c/P2:c/C:Q/P1:raise4/P2:raise4 /C:JJ/P1:c/P2:c/C:Q/P1:raise4/P2:raise4	/J?/P1:c/P2:c/C:Q	
P1	/Q?	0	c raise2	/C:QJ /C:QK /C:QQ		/Q?/P1:c/P2:raise2 /Q?/P1:raise2/P2:raise2
P1	/J?/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4	6	raise4 c f	/C:JQ/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4 /C:JK/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4	/J?/P1:c/P2:raise2/P1:c/C:J	
P1	/K?/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:raise4	6	raise4 c f	/C:KQ/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:raise4 /C:KK/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:raise4 /C:KJ/P1:raise2/P2:raise2/P1:c/C:J/P1:c/P2:raise4	/K?/P1:raise2/P2:raise2/P1:c/C:J	
P1	/J?/P1:c/P2:raise2	2	c raise2 f	/C:JQ/P1:c/P2:raise2 /C:JJ/P1:c/P2:raise2 /C:JK/P1:c/P2:raise2	/J?	/J?/P1:c/P2:raise2/P1:c/C:J /J?/P1:c/P2:raise2/P1:c/C:K /J?/P1:c/P2:raise2/P1:c/C:Q
P1	/K?/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4	6	c f	/C:KJ/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4 /C:KK/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4 /C:KQ/P1:c/P2:raise2/P1:c/C:J/P1:raise4/P2:raise4	/K?/P1:c/P2:raise2/P1:c/C:J	
P1	/K?/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4	5	c f	/C:KK/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4 /C:KJ/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4 /C:KQ/P1:raise2/P2:c/C:Q/P1:raise4/P2:raise4	/K?/P1:raise2/P2:c/C:Q	
P2	/?Q/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4	7	c f	/C:JQ/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4 /C:KQ/P1:c/P2:raise2/P1:c/C:Q/P1:c/P2:raise4/P1:raise4	/?Q/P1:c/P2:raise2/P1:c/C:Q/P1:c	
P2	/?J/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4	6	c f	/C:QJ/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4 /C:JJ/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4 /C:KJ/P1:raise2/P2:c/C:K/P1:c/P2:raise4/P1:raise4	/?J/P1:raise2/P2:c/C:K/P1:c	
P2	/?J/P1:c/P2:raise2/P1:c/C:Q/P1:raise4	5	raise4 c f	/C:JJ/P1:c/P2:raise2/P1:c/C:Q/P1:raise4 /C:QJ/P1:c/P2:raise2/P1:c/C:Q/P1:raise4 /C:KJ/P1:c/P2:raise2/P1:c/C:Q/P1:raise4	/?J/P1:c/P2:raise2/P1:c	
P2	/?J/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4	6	c f	/C:JJ/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4 /C:QJ/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4 /C:KJ/P1:raise2/P2:c/C:Q/P1:c/P2:raise4/P1:raise4	/?J/P1:raise2/P2:c/C:Q/P1:c	
P2	/?Q/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4	5	raise4 c f	/C:KQ/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4 /C:JQ/P1:raise2/P2:raise2/P1:c/C:Q/P1:raise4	/?Q/P1:raise2/P2:raise2/P1:c	
P2	/?J/P1:c/P2:raise2/P1:c/C:J/P1:c	5	raise4 c	/C:KJ/P1:c/P2:raise2/P1:c/C:J/P1:c /C:QJ/P1:c/P2:raise2/P1:c/C:J/P1:c	/?J/P1:c/P2:raise2/P1:c	/?J/P1:c/P2:raise2/P1:c/C:J/P1:c/P2:raise4/P1:raise4
